,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day
23974,4.0,4.0,4.0,0.0,1.0,6.0,4,2020-04-08,09:40:00
23975,4.0,4.0,5.0,0.0,1.0,6.0,4,2020-04-08,10:50:00
23976,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,08:45:00
23977,4.0,4.0,2.0,0.0,3.0,7.0,4,2020-04-08,12:55:00
23978,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:25:00
23979,5.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:55:00
23980,5.0,4.0,3.0,0.0,1.0,4.0,4,2020-04-08,10:00:00
23981,5.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,09:45:00
23982,6.0,2.0,5.0,0.0,2.0,6.0,4,2020-04-08,11:55:00
23983,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:35:00
23984,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:45:00
23985,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:05:00
23986,4.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:00:00
23987,3.0,2.0,3.0,0.0,3.0,5.0,4,2020-04-08,10:05:00
23988,4.0,2.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:40:00
23989,5.0,4.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:50:00
23990,6.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:00:00
23991,5.0,3.0,2.0,0.0,3.0,7.0,4,2020-04-08,13:05:00
23992,5.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,12:30:00
23993,4.0,4.0,4.0,0.0,3.0,6.0,4,2020-04-08,13:20:00
23994,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:20:00
23995,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:10:00
23996,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,11:25:00
23997,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:15:00
23998,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,17:20:00
23999,5.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:15:00
24000,3.0,3.0,4.0,0.0,3.0,7.0,4,2020-04-08,09:35:00
24001,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:45:00
24002,3.0,5.0,4.0,0.0,3.0,7.0,4,2020-04-08,11:00:00
24003,5.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,12:05:00
24004,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:35:00
24005,5.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,11:15:00
24006,5.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,17:05:00
24007,3.0,4.0,1.0,0.0,2.0,8.0,4,2020-04-08,13:00:00
24008,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
24009,5.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,10:20:00
24010,5.0,4.0,1.0,10.0,2.0,7.0,4,2020-04-08,09:55:00
24011,3.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,11:35:00
24012,3.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:30:00
24013,2.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:20:00
24014,5.0,1.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:20:00
24015,5.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:10:00
24016,3.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,13:30:00
24017,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:35:00
24018,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,12:20:00
24019,4.0,2.0,5.0,0.0,1.0,6.0,4,2020-04-08,09:40:00
24020,4.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:00:00
24021,4.0,4.0,4.0,0.0,3.0,6.0,4,2020-04-08,08:50:00
24022,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:40:00
24023,4.0,2.0,4.0,0.0,1.0,6.0,4,2020-04-08,09:35:00
24024,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,13:20:00
24025,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:25:00
24026,3.0,4.0,3.0,0.0,1.0,5.0,4,2020-04-08,11:20:00
24027,4.0,4.0,3.0,0.0,3.0,5.0,4,2020-04-08,10:25:00
24028,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:50:00
24029,5.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:50:00
24030,4.0,3.0,5.0,0.0,1.0,5.0,4,2020-04-08,11:35:00
24031,5.0,2.0,4.0,0.0,2.0,5.0,4,2020-04-08,10:05:00
24032,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:20:00
24033,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
24034,4.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,10:55:00
24035,4.0,4.0,5.0,0.0,1.0,6.0,4,2020-04-08,10:20:00
24036,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:30:00
24037,3.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:30:00
24038,5.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:10:00
24039,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
24040,4.0,3.0,3.0,1.0,2.0,5.0,4,2020-04-08,08:50:00
24041,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:55:00
24042,4.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,12:55:00
24043,4.0,3.0,3.0,0.0,2.0,4.0,4,2020-04-08,11:45:00
24044,4.0,2.0,2.0,0.0,1.0,6.0,4,2020-04-08,09:30:00
24045,4.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,14:55:00
24046,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:25:00
24047,4.0,3.0,4.0,0.0,3.0,5.0,4,2020-04-08,12:15:00
24048,4.0,2.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:00:00
24049,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:55:00
24050,3.0,4.0,3.0,0.0,3.0,5.0,4,2020-04-08,11:25:00
24051,4.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:55:00
24052,5.0,1.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:30:00
24053,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,16:20:00
24054,4.0,5.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:15:00
24055,4.0,3.0,4.0,0.0,1.0,5.0,4,2020-04-08,11:15:00
24056,4.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:15:00
24057,5.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:05:00
24058,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:15:00
24059,5.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:25:00
24060,4.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:05:00
24061,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:45:00
24062,5.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:20:00
24063,3.0,4.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:45:00
24064,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:55:00
24065,5.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,08:40:00
24066,4.0,3.0,4.0,0.0,2.0,8.0,4,2020-04-08,09:30:00
24067,3.0,3.0,2.0,0.0,3.0,7.0,4,2020-04-08,09:40:00
24068,5.0,2.0,2.0,0.0,1.0,4.0,4,2020-04-08,11:30:00
24069,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:25:00
24070,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:00:00
24071,2.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:00:00
24072,3.0,3.0,3.0,0.0,4.0,6.0,4,2020-04-08,11:40:00
24073,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:25:00
24074,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,10:05:00
24075,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:45:00
24076,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,08:45:00
24077,3.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,13:25:00
24078,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:55:00
24079,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:35:00
24080,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:05:00
24081,3.0,3.0,3.0,0.0,1.0,5.0,4,2020-04-08,10:55:00
24082,3.0,3.0,2.0,0.0,3.0,5.0,4,2020-04-08,15:00:00
24083,5.0,4.0,2.0,0.0,1.0,6.0,4,2020-04-08,09:35:00
24084,5.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,11:00:00
24085,3.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,10:30:00
24086,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:30:00
24087,4.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
24088,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:50:00
24089,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:45:00
24090,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:10:00
24091,5.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,09:05:00
24092,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:35:00
24093,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,08:50:00
24094,5.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:15:00
24095,3.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:30:00
24096,3.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,08:55:00
24097,4.0,3.0,3.0,10.0,2.0,6.0,4,2020-04-08,11:05:00
24098,4.0,4.0,2.0,0.0,1.0,7.0,4,2020-04-08,13:25:00
24099,3.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,10:00:00
24100,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:50:00
24101,4.0,2.0,2.0,0.0,3.0,6.0,4,2020-04-08,09:15:00
24102,4.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,08:55:00
24103,5.0,2.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:10:00
24104,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:05:00
24105,4.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:40:00
24106,6.0,2.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:20:00
24107,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:50:00
24108,5.0,4.0,2.0,0.0,1.0,7.0,4,2020-04-08,08:45:00
24109,4.0,3.0,1.0,0.0,2.0,6.0,4,2020-04-08,11:15:00
24110,3.0,2.0,3.0,0.0,3.0,7.0,4,2020-04-08,10:30:00
24111,4.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,14:10:00
24112,4.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,10:40:00
24113,4.0,4.0,4.0,0.0,3.0,6.0,4,2020-04-08,10:00:00
24114,4.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,12:40:00
24115,2.0,4.0,3.0,0.0,3.0,7.0,4,2020-04-08,14:40:00
24116,5.0,2.0,5.0,0.0,4.0,7.0,4,2020-04-08,11:20:00
24117,5.0,3.0,2.0,0.0,4.0,7.0,4,2020-04-08,12:55:00
24118,4.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:10:00
24119,5.0,4.0,3.0,0.0,3.0,8.0,4,2020-04-08,10:20:00
24120,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,11:35:00
24121,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:00:00
24122,4.0,3.0,4.0,0.0,1.0,5.0,4,2020-04-08,09:35:00
24123,5.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,11:05:00
24124,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:45:00
24125,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,16:25:00
24126,4.0,3.0,2.0,0.0,1.0,7.0,4,2020-04-08,10:10:00
24127,4.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:55:00
24128,4.0,4.0,4.0,0.0,1.0,5.0,4,2020-04-08,09:45:00
24129,5.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,11:20:00
24130,4.0,2.0,3.0,0.0,1.0,7.0,4,2020-04-08,10:10:00
24131,4.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,08:45:00
24132,6.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:25:00
24133,4.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:20:00
24134,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:15:00
24135,3.0,4.0,3.0,0.0,1.0,5.0,4,2020-04-08,11:20:00
24136,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:15:00
24137,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:15:00
24138,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,11:20:00
24139,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,08:50:00
24140,4.0,2.0,2.0,0.0,1.0,7.0,4,2020-04-08,10:35:00
24141,3.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
24142,5.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:30:00
24143,4.0,2.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:35:00
24144,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:00:00
24145,4.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:45:00
24146,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,15:40:00
24147,4.0,1.0,2.0,0.0,2.0,7.0,4,2020-04-08,08:45:00
24148,3.0,4.0,2.0,0.0,3.0,7.0,4,2020-04-08,11:15:00
24149,3.0,3.0,4.0,0.0,2.0,4.0,4,2020-04-08,09:50:00
24150,5.0,4.0,1.0,0.0,2.0,6.0,4,2020-04-08,11:05:00
24151,4.0,2.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:15:00
24152,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:00:00
24153,5.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,10:45:00
24154,3.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:15:00
24155,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,15:10:00
24156,3.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,12:45:00
24157,3.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:05:00
24158,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,11:25:00
24159,4.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:55:00
24160,5.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:55:00
24161,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:20:00
24162,4.0,5.0,2.0,0.0,3.0,6.0,4,2020-04-08,09:50:00
24163,4.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,08:55:00
24164,3.0,2.0,3.0,0.0,3.0,7.0,4,2020-04-08,09:30:00
24165,4.0,4.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:55:00
24166,5.0,3.0,4.0,0.0,3.0,5.0,4,2020-04-08,09:45:00
24167,2.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,11:25:00
24168,5.0,3.0,4.0,0.0,1.0,7.0,4,2020-04-08,16:15:00
24169,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:55:00
24170,5.0,1.0,3.0,0.0,1.0,5.0,4,2020-04-08,09:00:00
24171,4.0,3.0,4.0,0.0,2.0,7.0,4,2020-04-08,10:20:00
24172,3.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:15:00
24173,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:35:00
24174,4.0,3.0,3.0,0.0,2.0,5.0,4,2020-04-08,10:35:00
24175,3.0,3.0,4.0,0.0,4.0,6.0,4,2020-04-08,08:50:00
24176,4.0,4.0,2.0,0.0,3.0,5.0,4,2020-04-08,09:15:00
24177,4.0,3.0,4.0,0.0,3.0,5.0,4,2020-04-08,08:50:00
24178,4.0,3.0,3.0,0.0,3.0,7.0,4,2020-04-08,11:05:00
24179,4.0,1.0,4.0,0.0,2.0,5.0,4,2020-04-08,12:45:00
24180,4.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:10:00
24181,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:50:00
24182,4.0,5.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:20:00
24183,4.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,12:55:00
24184,4.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:55:00
24185,3.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,09:55:00
24186,3.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:35:00
24187,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:35:00
24188,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,15:40:00
24189,4.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,09:05:00
24190,5.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:40:00
24191,4.0,3.0,2.0,0.0,2.0,5.0,4,2020-04-08,09:25:00
24192,3.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,10:05:00
24193,5.0,3.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:05:00
24194,5.0,2.0,3.0,0.0,3.0,5.0,4,2020-04-08,10:15:00
24195,4.0,3.0,2.0,0.0,1.0,6.0,4,2020-04-08,10:05:00
24196,4.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:45:00
24197,4.0,4.0,3.0,0.0,2.0,7.0,4,2020-04-08,08:55:00
24198,4.0,4.0,4.0,0.0,2.0,7.0,4,2020-04-08,11:40:00
24199,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:20:00
24200,4.0,2.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:10:00
24201,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:20:00
24202,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:55:00
24203,5.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,09:35:00
24204,3.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,08:45:00
24205,3.0,2.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:35:00
24206,3.0,4.0,1.0,0.0,1.0,6.0,4,2020-04-08,10:25:00
24207,6.0,1.0,2.0,0.0,3.0,6.0,4,2020-04-08,16:00:00
24208,3.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:05:00
24209,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,12:55:00
24210,4.0,2.0,2.0,0.0,2.0,7.0,4,2020-04-08,09:50:00
24211,5.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,11:10:00
24212,3.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:50:00
24213,4.0,4.0,2.0,0.0,1.0,6.0,4,2020-04-08,12:30:00
24214,3.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:00:00
24215,4.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,11:40:00
24216,4.0,3.0,4.0,0.0,1.0,7.0,4,2020-04-08,09:05:00
24217,3.0,2.0,2.0,0.0,1.0,6.0,4,2020-04-08,10:20:00
24218,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,08:40:00
24219,4.0,4.0,3.0,0.0,3.0,6.0,4,2020-04-08,14:50:00
24220,5.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:25:00
24221,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,13:25:00
24222,5.0,3.0,4.0,0.0,3.0,5.0,4,2020-04-08,13:35:00
24223,5.0,5.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:35:00
24224,4.0,3.0,2.0,0.0,3.0,8.0,4,2020-04-08,11:25:00
24225,4.0,4.0,3.0,0.0,2.0,5.0,4,2020-04-08,13:00:00
24226,4.0,4.0,2.0,0.0,1.0,5.0,4,2020-04-08,13:00:00
24227,3.0,2.0,2.0,0.0,1.0,7.0,4,2020-04-08,10:05:00
24228,4.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,12:45:00
24229,6.0,3.0,3.0,0.0,2.0,8.0,4,2020-04-08,11:00:00
24230,4.0,3.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:25:00
24231,4.0,3.0,4.0,0.0,1.0,7.0,4,2020-04-08,09:40:00
24232,3.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:15:00
24233,3.0,3.0,4.0,0.0,2.0,6.0,4,2020-04-08,11:05:00
24234,3.0,2.0,2.0,0.0,3.0,5.0,4,2020-04-08,09:50:00
24235,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,09:50:00
24236,4.0,3.0,4.0,0.0,1.0,7.0,4,2020-04-08,09:20:00
24237,5.0,4.0,3.0,0.0,1.0,6.0,4,2020-04-08,09:55:00
24238,4.0,4.0,1.0,0.0,1.0,7.0,4,2020-04-08,10:30:00
24239,5.0,4.0,3.0,0.0,1.0,7.0,4,2020-04-08,10:50:00
24240,4.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:30:00
24241,4.0,2.0,4.0,0.0,3.0,7.0,4,2020-04-08,10:30:00
24242,4.0,2.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:20:00
24243,3.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,10:30:00
24244,4.0,3.0,4.0,0.0,3.0,4.0,4,2020-04-08,13:00:00
24245,5.0,3.0,4.0,0.0,1.0,6.0,4,2020-04-08,08:45:00
24246,4.0,3.0,2.0,0.0,1.0,5.0,4,2020-04-08,09:00:00
24247,4.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,12:10:00
24248,3.0,3.0,4.0,0.0,3.0,5.0,4,2020-04-08,10:00:00
24249,3.0,3.0,4.0,0.0,3.0,6.0,4,2020-04-08,09:40:00
24250,3.0,2.0,3.0,0.0,2.0,5.0,4,2020-04-08,09:05:00
24251,5.0,2.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:05:00
24252,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,12:30:00
24253,4.0,4.0,4.0,0.0,2.0,5.0,4,2020-04-08,08:55:00
24254,5.0,3.0,3.0,0.0,3.0,4.0,4,2020-04-08,10:20:00
24255,3.0,2.0,4.0,0.0,3.0,7.0,4,2020-04-08,08:35:00
24256,3.0,3.0,4.0,0.0,2.0,5.0,4,2020-04-08,09:15:00
24257,2.0,3.0,3.0,0.0,2.0,7.0,4,2020-04-08,10:25:00
24258,5.0,4.0,4.0,0.0,2.0,7.0,4,2020-04-08,09:10:00
24259,5.0,3.0,3.0,0.0,2.0,6.0,4,2020-04-08,10:15:00
24260,2.0,2.0,4.0,0.0,3.0,6.0,4,2020-04-08,10:50:00
24261,4.0,3.0,2.0,0.0,2.0,6.0,4,2020-04-08,09:40:00
24262,4.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:15:00
24263,4.0,3.0,3.0,0.0,3.0,5.0,4,2020-04-08,09:35:00
24264,5.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,09:30:00
24265,4.0,4.0,3.0,0.0,2.0,6.0,4,2020-04-08,08:50:00
24266,4.0,4.0,4.0,0.0,2.0,6.0,4,2020-04-08,10:15:00
24267,4.0,3.0,2.0,0.0,3.0,6.0,4,2020-04-08,08:55:00
24268,5.0,3.0,3.0,0.0,3.0,6.0,4,2020-04-08,12:45:00
51897,5.0,4.0,6.0,0.0,3.0,3.0,4,2020-04-08,10:30:00
51898,7.0,6.0,4.0,0.0,3.0,3.0,4,2020-04-08,13:05:00
51899,7.0,5.0,6.0,0.0,5.0,2.0,4,2020-04-08,11:15:00
51900,6.0,5.0,6.0,0.0,5.0,4.0,4,2020-04-08,09:20:00
51901,6.0,5.0,6.0,0.0,4.0,3.0,4,2020-04-08,09:00:00
51902,7.0,3.0,4.0,0.0,4.0,2.0,4,2020-04-08,13:25:00
51903,6.0,4.0,5.0,0.0,4.0,1.0,4,2020-04-08,16:35:00
51904,7.0,5.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:45:00
51905,6.0,6.0,6.0,0.0,4.0,4.0,4,2020-04-08,09:15:00
51906,7.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:50:00
51907,8.0,6.0,5.0,0.0,5.0,2.0,4,2020-04-08,09:45:00
51908,8.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
51909,7.0,5.0,5.0,0.0,3.0,3.0,4,2020-04-08,09:35:00
51910,6.0,5.0,6.0,0.0,5.0,1.0,4,2020-04-08,09:25:00
51911,7.0,4.0,5.0,0.0,5.0,3.0,4,2020-04-08,09:50:00
51912,7.0,6.0,6.0,0.0,4.0,3.0,4,2020-04-08,09:20:00
51913,6.0,5.0,4.0,0.0,4.0,3.0,4,2020-04-08,10:00:00
51914,6.0,5.0,5.0,0.0,3.0,5.0,4,2020-04-08,09:25:00
51915,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,10:40:00
51916,6.0,5.0,4.0,0.0,4.0,2.0,4,2020-04-08,09:40:00
51917,7.0,4.0,5.0,0.0,4.0,2.0,4,2020-04-08,09:10:00
51918,6.0,4.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:15:00
51919,6.0,5.0,5.0,0.0,4.0,2.0,4,2020-04-08,12:55:00
51920,6.0,5.0,5.0,0.0,4.0,4.0,4,2020-04-08,09:25:00
51921,5.0,5.0,4.0,0.0,5.0,3.0,4,2020-04-08,10:30:00
51922,6.0,5.0,4.0,0.0,5.0,4.0,4,2020-04-08,12:35:00
51923,5.0,6.0,5.0,0.0,4.0,4.0,4,2020-04-08,11:20:00
51924,5.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:50:00
51925,6.0,5.0,4.0,0.0,4.0,4.0,4,2020-04-08,11:10:00
51926,6.0,6.0,5.0,0.0,3.0,3.0,4,2020-04-08,09:10:00
51927,6.0,5.0,5.0,0.0,4.0,3.0,4,2020-04-08,09:25:00
51928,6.0,5.0,6.0,0.0,4.0,4.0,4,2020-04-08,09:05:00
51929,6.0,6.0,4.0,0.0,4.0,3.0,4,2020-04-08,09:45:00
51930,5.0,5.0,7.0,0.0,4.0,3.0,4,2020-04-08,10:45:00
51931,8.0,5.0,6.0,0.0,5.0,3.0,4,2020-04-08,10:00:00
51932,7.0,5.0,4.0,0.0,3.0,3.0,4,2020-04-08,11:10:00
51933,5.0,4.0,5.0,0.0,4.0,4.0,4,2020-04-08,11:45:00
