,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day,hour
70138,0,2,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70139,1,0,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70141,0,0,2,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70143,1,2,2,3,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70146,0,2,2,3,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70147,0,2,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70150,0,0,1,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70151,0,1,2,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70152,0,1,1,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70155,1,1,3,1,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70156,0,1,3,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70157,0,2,2,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70159,0,1,1,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70162,0,1,1,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70171,0,2,2,1,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70173,0,1,3,3,1,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70175,0,1,3,3,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70177,0,1,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70179,0,1,1,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70185,1,0,1,2,1,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70186,1,2,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70187,0,1,0,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70188,0,2,2,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70191,0,0,2,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70193,0,1,3,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70197,0,0,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70199,1,2,2,0,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70203,0,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70204,0,1,2,2,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70205,0,2,2,2,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70207,0,1,1,1,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70209,0,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70210,2,0,3,2,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70211,0,1,1,1,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70212,0,2,2,3,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70214,0,1,2,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70218,0,2,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70220,1,0,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70222,0,2,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70232,0,0,1,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70233,0,1,3,3,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70235,1,1,3,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70238,1,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70239,1,0,3,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70240,0,2,2,3,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70241,0,1,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70242,0,0,2,1,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70243,0,0,3,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70244,1,2,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70246,0,1,3,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70247,0,2,2,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70248,1,1,2,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70249,0,2,2,1,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70250,1,0,2,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70253,0,2,2,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70257,0,1,1,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70259,0,0,2,2,4,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70260,0,2,2,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70261,0,2,2,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70268,0,1,3,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70270,0,0,2,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70271,0,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70272,0,1,1,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70274,0,1,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70275,0,0,2,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70276,0,1,2,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70279,1,1,2,3,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70282,1,0,1,3,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70283,1,2,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70284,1,1,2,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70290,0,1,1,3,1,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70291,0,1,2,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70293,0,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70294,0,1,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70295,0,1,1,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70296,0,2,2,1,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70297,0,2,2,2,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15,15
70299,0,2,2,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70302,0,1,3,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70304,0,0,2,1,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70306,0,1,1,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70308,0,0,2,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70313,1,2,4,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70316,0,2,2,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70317,1,1,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70318,0,3,2,2,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70321,1,1,2,1,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70323,1,1,3,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70324,0,0,3,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70325,0,1,3,1,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70329,0,1,2,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70331,0,0,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70332,0,1,3,0,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70333,1,1,2,1,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70335,1,1,2,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70337,0,2,1,2,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70341,1,1,1,2,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70342,0,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70351,0,2,2,3,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70352,0,1,2,1,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70356,0,1,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70358,0,1,2,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70361,0,1,1,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70364,0,1,2,3,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70365,0,1,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70367,1,2,1,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70371,0,1,2,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70374,1,2,2,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70376,0,0,3,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70379,0,1,3,2,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70380,1,0,1,4,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70381,0,2,2,3,2,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70382,0,2,2,4,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70383,0,1,3,3,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70387,0,1,0,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70389,1,1,2,2,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70390,1,0,2,2,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70391,0,1,0,2,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70392,1,2,2,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15,15
70393,0,0,3,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70400,0,1,2,2,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70401,0,2,1,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70403,0,0,3,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70404,0,1,3,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70405,1,1,2,1,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70407,0,1,3,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70408,1,2,1,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70409,0,2,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70411,0,2,2,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70413,0,2,2,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70415,0,0,3,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70416,0,1,1,1,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70418,0,0,4,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70422,0,0,2,3,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70423,1,0,1,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70425,2,0,3,2,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70426,0,1,4,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15,15
70427,0,1,2,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70432,0,0,1,3,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70434,0,1,2,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70435,0,0,3,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70436,1,2,3,3,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70439,0,1,2,1,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70440,0,1,2,3,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70441,0,2,2,3,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70442,0,1,3,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70445,0,2,2,3,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:55,15
70446,0,2,2,1,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70450,1,1,2,3,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70451,0,0,2,4,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70454,0,0,4,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70455,2,2,1,2,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70457,0,0,2,1,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70458,0,1,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70460,0,2,3,3,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70464,0,1,1,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70465,0,1,2,3,3,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:20,15
70468,1,0,3,3,5,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70470,0,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70471,0,2,2,2,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70474,0,1,2,0,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70475,0,0,2,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70476,0,1,2,3,4,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:10,15
70481,0,2,2,2,2,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70484,0,1,2,3,3,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:15,15
70485,0,1,3,2,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
70489,0,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70492,0,1,2,2,2,2,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70494,1,2,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:05,15
70497,0,0,2,1,3,3,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:25,15
70499,1,1,1,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:35,15
70500,1,0,2,3,2,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:45,15
70502,0,2,3,1,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:30,15
70503,0,1,3,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15,15
70506,0,1,2,3,4,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70507,0,1,2,2,3,1,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:40,15
70508,0,1,3,3,4,0,TRAUMA & CHILDRENS HOSPITAl,2020-04-09,15:50,15
71037,9,3,2,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71040,9,2,4,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71041,9,2,5,4,5,0,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71042,9,2,4,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71045,9,1,5,5,6,1,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71049,9,2,5,4,5,1,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71050,8,3,6,3,7,0,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71053,9,2,4,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71054,9,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71056,9,3,4,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71057,8,3,4,2,5,0,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71059,9,3,4,3,4,0,COMMUNITY HOSPITAL,2020-04-09,15,15
71061,8,0,5,1,6,1,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71062,9,1,6,3,7,0,COMMUNITY HOSPITAL,2020-04-09,15,15
71063,8,1,5,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71065,8,1,4,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71069,9,3,6,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71070,9,2,4,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71072,8,2,4,3,6,2,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71074,9,2,5,3,5,1,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71075,9,3,6,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71077,10,3,4,3,6,1,COMMUNITY HOSPITAL,2020-04-09,15,15
71078,8,2,6,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71080,10,2,4,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71081,10,1,5,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71082,10,2,4,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71083,9,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71085,9,2,5,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71089,9,2,6,3,6,1,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71092,9,1,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71093,8,1,6,5,8,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71094,8,2,5,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71096,8,3,5,2,7,1,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71098,8,3,4,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71099,8,2,5,4,5,1,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71107,9,3,6,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71110,9,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71114,10,2,5,3,6,1,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71116,8,2,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71117,9,2,4,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71118,9,3,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71130,10,3,6,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71131,9,3,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71132,9,1,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71133,9,2,5,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71135,8,3,6,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71136,9,2,5,3,7,1,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71142,8,1,7,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71144,9,3,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15,15
71146,9,3,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71149,9,2,5,4,7,1,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71150,8,2,6,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71151,10,2,5,3,7,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71152,9,2,6,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71153,9,2,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71154,9,2,5,4,7,1,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71161,9,4,6,3,5,1,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71166,9,1,6,6,6,1,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71170,8,3,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71171,8,3,6,3,4,1,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71172,8,2,5,4,5,0,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71183,9,2,4,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71184,10,2,6,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71187,9,1,3,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71189,9,3,5,3,7,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71190,9,3,5,4,7,1,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71192,9,3,4,6,7,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71193,9,2,5,4,5,0,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71194,9,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71195,8,2,4,5,6,1,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71197,9,3,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71198,9,2,5,4,5,1,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71204,10,2,5,4,5,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71206,9,2,6,6,5,0,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71207,9,2,6,3,6,1,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71208,10,1,3,3,6,1,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71211,9,2,6,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71213,8,2,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71214,9,1,4,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71216,9,3,4,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71218,9,3,5,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71220,9,2,6,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71225,10,1,4,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71226,9,2,5,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71228,9,2,5,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15,15
71232,9,2,4,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71234,9,2,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71236,9,2,5,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71237,9,4,5,4,7,1,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71239,9,2,4,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71247,9,3,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71251,10,3,5,5,6,1,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71258,9,2,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71260,10,2,5,4,5,1,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71264,10,1,5,3,5,0,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71267,9,4,5,4,5,1,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71270,9,2,6,3,6,2,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71274,9,2,4,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71275,9,2,5,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71279,9,1,5,4,5,2,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71293,10,4,5,4,5,0,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71295,8,3,5,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71298,10,2,4,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71302,10,2,6,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71303,8,2,5,4,5,1,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71304,10,2,6,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71310,8,2,5,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71311,10,3,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71316,9,3,6,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71318,9,2,5,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71319,8,2,5,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71321,8,2,5,4,5,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71322,9,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71324,10,1,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71325,8,1,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15,15
71328,9,2,5,3,5,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71329,9,3,6,3,5,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71331,9,1,6,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71334,9,3,5,5,6,1,COMMUNITY HOSPITAL,2020-04-09,15:50,15
