,location,date,hour,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
1803,18,2020-04-09,10,6.6,4.8,6.2,0.0,6.6,0.2
1816,18,2020-04-07,10,7.5,8.0,7.0,0.0,6.0,0.0
1821,18,2020-04-10,10,7.666666666666667,6.0,4.666666666666667,0.0,5.666666666666667,0.0
1823,18,2020-04-08,10,3.0177353342428375,7.025920873124147,3.956343792633015,0.07776261937244201,4.945429740791269,3.732605729877217
1880,19,2020-04-07,10,6.5,4.75,6.5,0.0,5.375,0.125
1903,19,2020-04-09,10,6.0,10.0,1.0,0.0,2.0,1.0
1918,19,2020-04-08,10,1.1503267973856208,2.019607843137255,2.045751633986928,0.058823529411764705,3.0915032679738563,2.2549019607843137
1923,19,2020-04-10,10,3.0,5.0,6.0,1.75,7.25,0.0
1947,19,2020-04-06,10,9.0,3.0,2.0,0.0,1.0,0.0
6,1,2020-04-10,11,5.25,3.25,4.0,7.5,5.75,0.0
34,1,2020-04-09,11,4.111111111111111,5.222222222222222,5.222222222222222,7.0,5.0,0.0
51,1,2020-04-06,11,6.25,7.5,7.0,4.5,6.0,0.25
57,1,2020-04-07,11,1.8,5.6,2.6,7.8,6.8,0.0
110,1,2020-04-08,11,1.956043956043956,0.978021978021978,4.131868131868132,3.0,1.934065934065934,0.7582417582417582
133,2,2020-04-06,11,4.833333333333333,4.833333333333333,5.583333333333333,0.0,6.583333333333333,0.0
151,2,2020-04-08,11,3.0512333965844403,3.998102466793169,4.996204933586338,0.03984819734345351,1.0664136622390892,1.4952561669829223
155,2,2020-04-07,11,5.384615384615385,4.153846153846154,6.6923076923076925,0.0,5.538461538461538,0.07692307692307693
168,2,2020-04-09,11,6.2727272727272725,6.0,7.818181818181818,0.36363636363636365,6.363636363636363,0.09090909090909091
230,2,2020-04-10,11,6.5,5.833333333333333,3.6666666666666665,0.0,6.0,0.0
259,3,2020-04-09,11,6.2,6.7,4.7,5.0,4.4,0.0
266,3,2020-04-07,11,3.857142857142857,6.142857142857143,8.0,6.285714285714286,5.285714285714286,0.2857142857142857
317,3,2020-04-06,11,3.888888888888889,5.333333333333333,4.555555555555555,5.333333333333333,6.222222222222222,0.0
389,4,2020-04-09,11,6.333333333333333,7.0,5.666666666666667,1.3333333333333333,6.666666666666667,0.0
405,4,2020-04-07,11,8.5,9.0,8.0,0.0,5.0,0.5
410,4,2020-04-08,11,4.944664031620554,3.9446640316205532,3.9960474308300395,0.15810276679841898,2.889328063241107,4.24505928853755
421,5,2020-04-09,11,8.333333333333334,5.666666666666667,3.3333333333333335,4.666666666666667,7.666666666666667,0.0
448,5,2020-04-08,11,3.968152866242038,6.025477707006369,3.9554140127388533,1.0955414012738853,3.038216560509554,0.6496815286624203
466,5,2020-04-06,11,6.666666666666667,3.0,4.666666666666667,4.666666666666667,4.333333333333333,0.0
467,5,2020-04-10,11,5.75,5.75,6.75,6.25,6.0,0.0
526,5,2020-04-07,11,10.0,10.0,3.0,7.0,10.0,0.0
566,6,2020-04-07,11,4.75,5.166666666666667,4.416666666666667,5.083333333333333,5.083333333333333,0.25
607,6,2020-04-08,11,2.3255813953488373,2.238372093023256,2.4244186046511627,2.302325581395349,2.3197674418604652,1.0872093023255813
609,6,2020-04-10,11,4.111111111111111,6.777777777777778,3.5555555555555554,6.0,5.555555555555555,0.1111111111111111
628,6,2020-04-06,11,5.666666666666667,5.222222222222222,4.222222222222222,4.222222222222222,5.666666666666667,0.0
646,6,2020-04-09,11,7.25,5.25,7.0,5.375,3.75,0.0
1969,7,2020-04-08,11,0.0,8.041666666666666,6.083333333333333,0.0,0.08333333333333333,4.375
678,8,2020-04-10,11,5.823529411764706,4.235294117647059,5.176470588235294,0.0,5.352941176470588,0.058823529411764705
690,8,2020-04-09,11,4.461538461538462,4.6923076923076925,6.230769230769231,0.0,4.461538461538462,0.0
691,8,2020-04-07,11,5.555555555555555,6.444444444444445,6.777777777777778,0.0,6.222222222222222,0.1111111111111111
725,8,2020-04-06,11,4.2727272727272725,6.090909090909091,5.363636363636363,0.0,5.909090909090909,0.45454545454545453
742,8,2020-04-08,11,7.37862950058072,7.371080139372823,7.363530778164924,0.08943089430894309,5.40418118466899,1.7206736353077816
791,9,2020-04-09,11,6.833333333333333,5.0,5.583333333333333,4.5,4.666666666666667,0.08333333333333333
808,9,2020-04-07,11,5.6,5.3,5.5,3.6,5.2,0.0
827,9,2020-04-06,11,6.0,4.833333333333333,6.0,7.833333333333333,4.666666666666667,0.0
838,9,2020-04-08,11,6.931481481481481,6.95,6.9907407407407405,5.072222222222222,6.048148148148148,0.7592592592592593
842,9,2020-04-10,11,6.4,7.0,5.6,4.5,6.1,0.0
886,10,2020-04-07,11,4.8,5.6,7.0,0.0,6.6,0.0
906,10,2020-04-10,11,4.666666666666667,6.333333333333333,7.0,0.0,2.6666666666666665,0.3333333333333333
919,10,2020-04-09,11,8.0,1.0,5.0,0.0,3.0,0.0
925,10,2020-04-06,11,6.333333333333333,9.666666666666666,8.333333333333334,0.0,6.0,0.3333333333333333
973,11,2020-04-10,11,3.6,7.8,5.6,3.8,6.2,0.2
993,11,2020-04-06,11,3.0,10.0,9.0,5.0,2.0,0.0
1001,11,2020-04-08,11,6.007987220447284,8.94408945686901,5.07667731629393,3.9696485623003195,5.019169329073482,2.7380191693290734
1011,11,2020-04-07,11,7.333333333333333,10.0,9.666666666666666,1.6666666666666667,6.333333333333333,0.0
1032,11,2020-04-09,11,8.0,4.0,2.0,10.0,7.0,0.0
1094,12,2020-04-06,11,7.0,6.6,5.4,0.0,4.6,0.2
1110,12,2020-04-08,11,3.036082474226804,5.938144329896907,4.048969072164948,0.03608247422680412,2.981958762886598,4.371134020618556
1132,12,2020-04-07,11,6.5,3.0,5.0,0.0,3.0,0.0
1160,12,2020-04-09,11,8.0,3.5,9.0,0.0,6.0,0.5
1183,13,2020-04-09,11,8.0,9.0,5.0,0.0,8.0,0.0
1187,13,2020-04-06,11,1.5,1.0,9.5,0.0,10.0,0.0
1252,13,2020-04-07,11,7.0,2.0,6.0,0.0,10.0,0.0
1268,13,2020-04-10,11,7.0,9.0,1.0,0.0,10.0,0.0
1977,13,2020-04-08,11,3.26027397260274,3.0684931506849313,3.095890410958904,0.0821917808219178,3.3972602739726026,1.7808219178082192
1335,14,2020-04-10,11,10.0,4.0,9.0,0.0,2.0,0.0
1352,14,2020-04-07,11,5.5,8.0,5.0,3.5,1.5,0.0
1355,14,2020-04-09,11,7.333333333333333,5.0,7.0,0.0,4.666666666666667,0.0
1356,14,2020-04-06,11,2.6,5.6,5.0,0.0,7.2,0.0
1373,14,2020-04-08,11,5.9575,6.9375,6.9575,0.055,4.99,3.1225
1414,15,2020-04-06,11,5.4375,5.125,6.125,0.0,5.0625,0.0625
1420,15,2020-04-07,11,6.375,4.625,5.5625,0.5625,4.375,0.0
1423,15,2020-04-10,11,4.3,6.4,4.1,0.0,3.5,0.2
1436,15,2020-04-08,11,3.1447368421052633,3.1282894736842106,3.0328947368421053,0.07894736842105263,2.1151315789473686,1.986842105263158
1467,15,2020-04-09,11,6.461538461538462,6.0,5.461538461538462,0.6923076923076923,4.615384615384615,0.07692307692307693
1512,16,2020-04-09,11,4.6,7.2,2.8,6.2,2.8,0.2
1515,16,2020-04-08,11,3.8515625,3.9453125,4.0,4.015625,2.9609375,0.375
1525,16,2020-04-10,11,5.666666666666667,3.6666666666666665,4.666666666666667,5.666666666666667,3.3333333333333335,0.0
1548,16,2020-04-06,11,4.4,5.0,4.0,5.6,3.4,0.2
1600,16,2020-04-07,11,3.75,6.25,6.5,2.25,3.5,0.25
1645,17,2020-04-06,11,7.333333333333333,6.0,5.666666666666667,0.0,3.6666666666666665,0.0
1685,17,2020-04-09,11,7.0,1.0,5.0,0.0,5.0,0.0
1695,17,2020-04-07,11,4.5,4.5,9.5,0.0,9.5,0.5
1700,17,2020-04-08,11,1.0135135135135136,6.97972972972973,5.945945945945946,0.12837837837837837,3.074324324324324,1.5675675675675675
1729,18,2020-04-06,11,6.0,5.5,9.5,0.0,5.0,0.5
1788,18,2020-04-08,11,3.0327868852459017,7.02576112412178,4.060889929742388,0.03044496487119438,4.955503512880562,3.4262295081967213
1800,18,2020-04-07,11,9.0,3.0,5.0,1.0,6.0,0.0
1812,18,2020-04-09,11,7.333333333333333,4.666666666666667,2.6666666666666665,0.0,8.666666666666666,0.0
1827,18,2020-04-10,11,5.5,10.0,4.0,0.0,9.0,0.0
1882,19,2020-04-07,11,4.714285714285714,4.714285714285714,7.285714285714286,0.0,4.857142857142857,0.0
1884,19,2020-04-06,11,7.6,5.8,3.2,0.0,5.0,0.0
1890,19,2020-04-09,11,6.8,7.2,5.4,0.0,4.2,0.0
1899,19,2020-04-10,11,3.2,4.4,7.0,0.0,6.6,0.0
1909,19,2020-04-08,11,1.03,2.04,2.13,0.06,2.99,1.92
41,1,2020-04-06,12,4.0,2.6666666666666665,5.333333333333333,7.0,6.0,0.0
75,1,2020-04-08,12,2.119047619047619,1.1904761904761905,3.761904761904762,2.9761904761904763,2.3333333333333335,0.6666666666666666
76,1,2020-04-07,12,5.0,5.666666666666667,5.666666666666667,6.0,6.333333333333333,0.3333333333333333
80,1,2020-04-09,12,9.0,4.5,7.0,6.5,9.0,0.0
105,1,2020-04-10,12,4.25,3.0,5.75,6.5,9.0,0.25
118,2,2020-04-09,12,5.75,5.875,5.0,0.0,7.5,0.0
120,2,2020-04-08,12,3.1810699588477367,4.037037037037037,5.053497942386831,0.07407407407407407,1.1851851851851851,1.4197530864197532
163,2,2020-04-07,12,5.181818181818182,5.363636363636363,3.727272727272727,0.0,4.181818181818182,0.0
173,2,2020-04-10,12,3.6666666666666665,7.444444444444445,3.7777777777777777,0.2222222222222222,5.111111111111111,0.0
214,2,2020-04-06,12,4.625,6.0,5.75,0.0,3.75,0.125
242,3,2020-04-10,12,9.648399487836107,9.672727272727272,9.65044814340589,6.932394366197183,6.942893725992318,4.886299615877081
256,3,2020-04-06,12,4.777777777777778,6.333333333333333,7.333333333333333,4.555555555555555,6.777777777777778,0.0
285,3,2020-04-09,12,7.714285714285714,5.142857142857143,6.285714285714286,6.0,5.0,0.14285714285714285
296,3,2020-04-07,12,5.0,5.666666666666667,4.833333333333333,4.0,8.0,0.0
325,4,2020-04-09,12,9.0,10.0,0.0,0.0,2.0,0.0
345,4,2020-04-07,12,6.0,4.0,5.0,0.0,5.0,0.0
381,4,2020-04-06,12,7.0,2.0,4.0,0.0,6.0,0.0
1966,4,2020-04-08,12,5.151315789473684,3.9407894736842106,3.960526315789474,0.03289473684210526,3.0789473684210527,4.092105263157895
433,5,2020-04-08,12,3.953125,5.859375,4.125,1.125,3.09375,0.703125
438,5,2020-04-06,12,3.6,3.8,8.0,4.4,4.8,0.0
470,5,2020-04-07,12,6.0,4.666666666666667,2.0,4.0,2.6666666666666665,0.0
477,5,2020-04-10,12,5.5,5.666666666666667,5.5,5.333333333333333,6.333333333333333,0.0
532,5,2020-04-09,12,3.0,6.0,3.0,10.0,4.0,0.0
542,6,2020-04-07,12,4.909090909090909,6.2727272727272725,5.818181818181818,6.181818181818182,6.090909090909091,0.18181818181818182
562,6,2020-04-10,12,5.875,6.375,7.0,5.125,4.0,0.125
605,6,2020-04-08,12,2.3636363636363638,2.272727272727273,2.313131313131313,2.3535353535353534,2.505050505050505,0.9292929292929293
608,6,2020-04-09,12,7.0,6.8,5.6,3.0,6.2,0.4
633,6,2020-04-06,12,6.142857142857143,4.928571428571429,6.0,6.357142857142857,4.571428571428571,0.14285714285714285
656,7,2020-04-08,12,0.0,6.833333333333333,5.333333333333333,0.0,0.0,3.3333333333333335
671,8,2020-04-09,12,6.7272727272727275,3.4545454545454546,5.909090909090909,0.45454545454545453,4.363636363636363,0.18181818181818182
697,8,2020-04-06,12,5.578947368421052,5.526315789473684,3.9473684210526314,0.0,5.947368421052632,0.05263157894736842
699,8,2020-04-10,12,5.7,4.4,4.9,0.0,6.5,0.0
718,8,2020-04-08,12,8.298953662182361,8.325859491778774,8.295964125560538,0.12705530642750373,6.294469357249627,1.9043348281016443
726,8,2020-04-07,12,6.3076923076923075,5.538461538461538,5.076923076923077,0.0,4.538461538461538,0.07692307692307693
767,9,2020-04-09,12,6.0,5.384615384615385,5.230769230769231,6.076923076923077,4.3076923076923075,0.07692307692307693
785,9,2020-04-06,12,6.5,5.166666666666667,2.5,6.666666666666667,6.333333333333333,0.0
800,9,2020-04-07,12,5.666666666666667,8.833333333333334,7.166666666666667,3.8333333333333335,4.166666666666667,0.16666666666666666
844,9,2020-04-10,12,4.666666666666667,6.833333333333333,5.333333333333333,4.5,6.166666666666667,0.16666666666666666
867,9,2020-04-08,12,8.276785714285714,8.285714285714286,8.214285714285714,6.464285714285714,7.1875,1.6517857142857142
878,10,2020-04-10,12,5.666666666666667,5.333333333333333,3.3333333333333335,0.0,3.0,0.3333333333333333
923,10,2020-04-09,12,7.75,5.25,5.25,0.0,4.0,0.25
927,10,2020-04-07,12,5.0,3.0,5.0,0.0,1.0,0.0
950,10,2020-04-06,12,6.666666666666667,6.333333333333333,4.666666666666667,0.0,2.3333333333333335,0.0
967,11,2020-04-10,12,3.25,3.25,7.5,5.25,4.75,0.25
986,11,2020-04-07,12,5.0,7.5,3.75,3.25,5.25,0.25
992,11,2020-04-08,12,6.024193548387097,8.943548387096774,5.032258064516129,4.07258064516129,5.088709677419355,2.1774193548387095
1003,11,2020-04-09,12,3.25,7.5,4.5,5.75,5.5,0.0
1076,12,2020-04-07,12,5.75,5.5,4.75,0.0,4.0,0.0
1079,12,2020-04-09,12,5.333333333333333,6.0,3.0,0.0,7.0,0.0
1116,12,2020-04-06,12,5.4,5.0,4.6,1.4,3.0,0.0
1975,12,2020-04-08,12,2.981549815498155,6.03690036900369,3.981549815498155,0.14760147601476015,3.0,4.549815498154982
1216,13,2020-04-09,12,2.5,8.0,3.5,0.0,3.0,0.0
1219,13,2020-04-07,12,5.333333333333333,6.666666666666667,4.0,0.0,4.0,0.0
1251,13,2020-04-08,12,3.1142857142857143,3.7142857142857144,3.085714285714286,0.11428571428571428,3.657142857142857,1.9142857142857144
1275,13,2020-04-10,12,9.0,9.0,8.0,0.0,10.0,0.0
1283,14,2020-04-07,12,6.6,7.6,7.8,0.0,4.0,0.0
1285,14,2020-04-09,12,6.0,3.3333333333333335,6.5,0.0,3.8333333333333335,0.16666666666666666
1307,14,2020-04-06,12,6.833333333333333,5.833333333333333,8.333333333333334,0.0,4.333333333333333,0.0
1345,14,2020-04-10,12,6.333333333333333,3.0,6.333333333333333,0.0,5.333333333333333,0.0
1350,14,2020-04-08,12,5.982248520710059,7.005917159763314,6.994082840236686,0.13609467455621302,4.976331360946745,2.9822485207100593
1397,15,2020-04-10,12,5.285714285714286,4.904761904761905,6.285714285714286,0.0,5.142857142857143,0.047619047619047616
1413,15,2020-04-06,12,5.714285714285714,6.571428571428571,5.857142857142857,0.0,7.0,0.0
1445,15,2020-04-08,12,3.197530864197531,3.117283950617284,3.154320987654321,0.08024691358024691,2.074074074074074,1.6358024691358024
1449,15,2020-04-07,12,7.25,4.25,5.5,0.0,6.25,0.0
1499,15,2020-04-09,12,3.0,6.076923076923077,4.846153846153846,0.38461538461538464,6.076923076923077,0.0
1564,16,2020-04-07,12,4.833333333333333,7.5,4.0,7.166666666666667,6.0,0.0
1566,16,2020-04-09,12,3.75,4.25,3.25,6.25,3.5,0.25
1585,16,2020-04-08,12,3.793103448275862,3.793103448275862,3.9195402298850577,3.896551724137931,3.0344827586206895,0.3218390804597701
1608,16,2020-04-10,12,7.0,4.5,3.5,4.5,1.5,0.0
1612,16,2020-04-06,12,4.5,4.5,3.5,6.0,2.0,0.0
1683,17,2020-04-06,12,4.0,10.0,5.5,0.0,9.5,0.0
1698,17,2020-04-09,12,4.0,6.0,2.5,0.0,3.5,0.0
1699,17,2020-04-08,12,0.9504950495049505,7.01980198019802,6.0594059405940595,0.0,3.01980198019802,1.6237623762376239
1718,17,2020-04-07,12,4.0,1.0,5.0,0.0,5.0,0.0
1725,18,2020-04-09,12,5.0,6.0,6.0,0.0,7.333333333333333,0.0
1752,18,2020-04-10,12,5.5,5.25,9.0,0.0,5.5,0.0
1770,18,2020-04-07,12,3.75,2.75,4.5,0.0,4.0,0.25
1814,18,2020-04-06,12,4.0,5.0,6.0,0.0,5.0,0.0
1835,18,2020-04-08,12,2.985,6.99,4.07,0.05,5.03,3.195
1868,19,2020-04-10,12,7.6,5.4,4.6,0.0,4.8,0.2
1895,19,2020-04-09,12,6.5,7.0,3.25,0.0,7.0,0.5
1921,19,2020-04-06,12,4.5,6.0,0.5,0.0,0.5,0.0
1954,19,2020-04-07,12,0.0,1.0,10.0,0.0,6.0,0.0
1957,19,2020-04-08,12,1.2545454545454546,2.3454545454545452,2.018181818181818,0.36363636363636365,2.909090909090909,1.8545454545454545
1,1,2020-04-09,13,4.5,10.0,3.5,5.5,2.5,0.0
39,1,2020-04-07,13,4.666666666666667,5.666666666666667,6.666666666666667,5.666666666666667,6.333333333333333,0.0
46,1,2020-04-06,13,9.0,2.0,4.0,8.0,9.0,0.0
111,1,2020-04-08,13,2.4166666666666665,1.6666666666666667,4.083333333333333,3.375,2.4583333333333335,0.4166666666666667
123,2,2020-04-07,13,4.9,3.3,4.9,0.0,5.5,0.2
150,2,2020-04-09,13,5.8,5.0,5.2,0.0,4.5,0.0
166,2,2020-04-06,13,2.7777777777777777,5.333333333333333,5.777777777777778,0.0,6.888888888888889,0.0
213,2,2020-04-10,13,6.333333333333333,4.25,6.416666666666667,0.0,7.166666666666667,0.16666666666666666
236,2,2020-04-08,13,3.129251700680272,4.074829931972789,5.01360544217687,0.19047619047619047,1.251700680272109,1.3537414965986394
240,3,2020-04-07,13,4.857142857142857,8.428571428571429,6.571428571428571,5.285714285714286,6.428571428571429,0.14285714285714285
260,3,2020-04-09,13,2.75,5.75,3.5,3.375,4.625,0.0
288,3,2020-04-10,13,7.333333333333333,6.0,5.555555555555555,5.777777777777778,5.666666666666667,0.0
294,3,2020-04-06,13,3.5,6.666666666666667,5.166666666666667,5.416666666666667,4.75,0.08333333333333333
334,4,2020-04-09,13,5.333333333333333,4.0,4.666666666666667,1.0,3.6666666666666665,0.0
360,4,2020-04-08,13,4.894736842105263,3.9789473684210526,3.957894736842105,0.11578947368421053,3.0736842105263156,4.157894736842105
408,4,2020-04-07,13,4.0,9.0,3.0,0.0,10.0,0.0
423,5,2020-04-07,13,3.3333333333333335,4.666666666666667,6.0,7.0,8.0,0.3333333333333333
440,5,2020-04-09,13,4.5,5.833333333333333,4.166666666666667,6.166666666666667,4.5,0.0
469,5,2020-04-10,13,5.4,2.6,5.0,2.6,8.4,0.0
484,5,2020-04-08,13,4.368421052631579,5.947368421052632,4.105263157894737,1.6842105263157894,3.1315789473684212,0.5
499,5,2020-04-06,13,6.0,9.5,4.0,10.0,8.0,0.0
537,6,2020-04-07,13,6.0,6.466666666666667,7.066666666666666,4.4,4.666666666666667,0.26666666666666666
579,6,2020-04-10,13,5.636363636363637,6.454545454545454,3.909090909090909,5.636363636363637,5.181818181818182,0.09090909090909091
582,6,2020-04-06,13,5.4,4.6,8.2,5.2,5.4,0.1
614,6,2020-04-09,13,5.545454545454546,5.181818181818182,3.6363636363636362,6.363636363636363,6.454545454545454,0.09090909090909091
631,6,2020-04-08,13,2.3962264150943398,2.6037735849056602,2.339622641509434,2.509433962264151,2.509433962264151,0.7169811320754716
660,7,2020-04-06,13,0.0,4.0,8.0,0.0,0.0,0.0
1973,7,2020-04-08,13,0.0,7.5,7.0,3.0,0.0,2.5
679,8,2020-04-06,13,3.9411764705882355,4.588235294117647,3.764705882352941,0.0,5.882352941176471,0.11764705882352941
695,8,2020-04-07,13,3.375,4.375,5.375,0.0,4.0,0.0
729,8,2020-04-10,13,4.25,5.375,6.375,0.0,6.25,0.0
750,8,2020-04-09,13,3.8,2.2,5.8,1.0,6.6,0.2
789,9,2020-04-06,13,5.428571428571429,5.428571428571429,6.142857142857143,5.285714285714286,4.714285714285714,0.0
804,9,2020-04-10,13,7.2,5.8,6.0,7.3,4.0,0.3
807,9,2020-04-09,13,5.0,4.666666666666667,7.5,5.5,5.5,0.3333333333333333
841,9,2020-04-07,13,6.083333333333333,4.25,5.0,3.8333333333333335,5.666666666666667,0.0
944,10,2020-04-06,13,4.5,5.5,5.0,0.0,7.0,0.0
953,10,2020-04-07,13,4.0,3.0,8.5,0.0,6.0,0.0
955,10,2020-04-09,13,7.0,5.5,7.0,0.0,5.0,0.0
984,11,2020-04-06,13,5.0,5.0,6.0,6.5,7.5,0.0
1033,11,2020-04-09,13,7.0,1.0,8.0,6.5,5.0,0.0
1042,11,2020-04-08,13,5.983606557377049,8.98360655737705,4.868852459016393,4.147540983606557,5.0,2.262295081967213
1052,11,2020-04-07,13,10.0,2.0,3.0,1.0,7.0,0.0
1061,11,2020-04-10,13,1.0,10.0,6.0,3.0,4.0,0.0
1124,12,2020-04-06,13,7.5,2.5,5.0,0.0,5.5,0.0
1133,12,2020-04-07,13,8.0,1.0,0.0,0.0,8.0,0.0
1148,12,2020-04-08,13,3.1058823529411765,5.882352941176471,3.9,0.08235294117647059,3.1294117647058823,4.676470588235294
1149,12,2020-04-09,13,9.5,6.5,6.5,0.0,8.0,0.5
1194,13,2020-04-07,13,5.0,5.75,6.0,0.0,2.75,0.25
1223,13,2020-04-06,13,9.0,4.0,7.5,0.0,4.0,0.0
1262,13,2020-04-09,13,6.0,4.0,7.5,0.0,0.5,0.5
1263,13,2020-04-08,13,2.888888888888889,3.1666666666666665,2.9444444444444446,0.0,3.7777777777777777,1.3333333333333333
1282,14,2020-04-10,13,2.4285714285714284,3.857142857142857,3.0,0.0,3.0,0.14285714285714285
1326,14,2020-04-09,13,6.333333333333333,6.666666666666667,4.833333333333333,0.0,6.333333333333333,0.3333333333333333
1348,14,2020-04-07,13,3.6666666666666665,2.3333333333333335,4.333333333333333,0.0,4.0,0.0
1371,14,2020-04-08,13,6.090909090909091,7.045454545454546,6.893939393939394,0.10606060606060606,4.96969696969697,2.8333333333333335
1377,14,2020-04-06,13,7.5,3.5,4.5,0.0,6.5,0.0
1399,15,2020-04-06,13,5.8,6.133333333333334,6.2,0.0,3.6,0.2
1433,15,2020-04-10,13,4.5,5.833333333333333,5.333333333333333,0.0,7.166666666666667,0.16666666666666666
1453,15,2020-04-08,13,3.2875,3.275,3.4,0.0,2.525,1.3875
1462,15,2020-04-07,13,5.846153846153846,5.230769230769231,6.3076923076923075,0.0,4.923076923076923,0.07692307692307693
1468,15,2020-04-09,13,5.625,4.5,5.125,0.0,5.75,0.125
1524,16,2020-04-08,13,3.9,4.325,3.85,3.575,3.2,0.225
1544,16,2020-04-06,13,6.0,4.0,6.0,5.2,3.8,0.0
1557,16,2020-04-10,13,7.5,3.5,9.5,3.5,8.5,0.0
1578,16,2020-04-09,13,7.5,6.0,9.0,6.75,7.75,0.0
1610,16,2020-04-07,13,1.5,7.25,6.75,7.75,1.25,0.0
1636,17,2020-04-07,13,5.0,9.0,8.5,1.0,5.0,0.0
1649,17,2020-04-06,13,4.0,4.5,7.75,0.0,5.0,0.0
1708,17,2020-04-08,13,1.293103448275862,6.862068965517241,6.017241379310345,0.13793103448275862,3.1551724137931036,1.5172413793103448
1746,18,2020-04-10,13,5.333333333333333,4.5,6.833333333333333,0.0,5.666666666666667,0.0
1761,18,2020-04-07,13,7.5,4.5,2.0,0.0,7.5,0.0
1813,18,2020-04-09,13,4.0,3.0,5.0,0.0,2.0,0.0
1820,18,2020-04-06,13,5.0,5.0,6.8,1.6,5.6,0.0
1826,18,2020-04-08,13,3.074074074074074,6.962962962962963,3.935185185185185,0.1388888888888889,5.046296296296297,3.314814814814815
1851,19,2020-04-07,13,6.5,7.166666666666667,5.5,0.0,6.833333333333333,0.16666666666666666
1858,19,2020-04-06,13,5.25,3.0,5.75,0.0,6.25,0.0
1902,19,2020-04-10,13,4.4,6.4,6.4,0.0,4.0,0.2
1937,19,2020-04-09,13,7.333333333333333,6.0,5.333333333333333,0.0,6.5,0.0
1951,19,2020-04-08,13,2.0689655172413794,2.8620689655172415,2.9310344827586206,0.0,3.1379310344827585,1.4137931034482758
21,1,2020-04-06,14,4.75,2.875,2.75,3.75,1.625,0.25
25,1,2020-04-08,14,3.2142857142857144,2.857142857142857,3.7142857142857144,4.5,3.0714285714285716,0.5
58,1,2020-04-07,14,4.666666666666667,6.0,7.0,5.666666666666667,4.333333333333333,0.0
60,1,2020-04-09,14,6.0,6.5,1.75,4.0,6.0,0.0
81,1,2020-04-10,14,10.0,10.0,3.0,3.0,2.0,0.0
138,2,2020-04-06,14,4.45,2.8,3.15,0.0,3.6,0.05
167,2,2020-04-09,14,6.615384615384615,5.153846153846154,6.153846153846154,0.0,3.4615384615384617,0.0
179,2,2020-04-08,14,3.526315789473684,3.8421052631578947,4.894736842105263,0.0,1.8245614035087718,1.263157894736842
199,2,2020-04-07,14,8.11111111111111,7.0,5.888888888888889,0.0,8.444444444444445,0.2222222222222222
215,2,2020-04-10,14,8.833333333333334,6.0,5.333333333333333,0.0,7.5,0.16666666666666666
247,3,2020-04-06,14,3.6136363636363638,3.4318181818181817,3.522727272727273,2.9545454545454546,3.409090909090909,0.8181818181818182
252,3,2020-04-10,14,5.9,5.3,4.9,5.6,6.4,0.0
265,3,2020-04-09,14,6.8,6.7,5.7,5.9,6.2,0.1
320,3,2020-04-07,14,4.428571428571429,3.4285714285714284,4.714285714285714,6.428571428571429,8.285714285714286,0.14285714285714285
324,4,2020-04-09,14,3.8,4.8,4.4,0.4,6.2,0.0
370,4,2020-04-06,14,0.8181818181818182,0.9090909090909091,1.0909090909090908,0.0,2.6363636363636362,1.8181818181818181
399,4,2020-04-07,14,4.5,9.0,0.0,0.0,4.0,0.0
1967,4,2020-04-08,14,4.918918918918919,3.891891891891892,4.108108108108108,0.16216216216216217,2.972972972972973,4.054054054054054
450,5,2020-04-09,14,2.4,4.2,4.6,3.8,6.2,0.2
492,5,2020-04-06,14,3.2857142857142856,3.857142857142857,4.142857142857143,3.0,3.142857142857143,0.2857142857142857
502,5,2020-04-08,14,4.384615384615385,6.0,5.0,2.923076923076923,3.5384615384615383,0.23076923076923078
507,5,2020-04-10,14,4.0,9.0,3.0,6.0,10.0,0.0
508,5,2020-04-07,14,5.5,9.5,3.5,3.0,6.5,0.0
541,6,2020-04-10,14,6.0,3.9166666666666665,4.25,4.0,5.25,0.08333333333333333
555,6,2020-04-08,14,2.2857142857142856,2.9285714285714284,3.1785714285714284,3.4285714285714284,3.0714285714285716,0.8571428571428571
596,6,2020-04-06,14,2.526315789473684,3.8947368421052633,2.6842105263157894,3.0,3.4210526315789473,0.2631578947368421
598,6,2020-04-07,14,5.375,6.125,7.0,4.75,5.625,0.375
612,6,2020-04-09,14,5.3076923076923075,5.6923076923076925,4.846153846153846,5.538461538461538,3.923076923076923,0.07692307692307693
661,7,2020-04-06,14,0.0,5.0,5.0,0.0,0.0,1.0
689,8,2020-04-10,14,4.666666666666667,5.833333333333333,6.25,0.0,5.833333333333333,0.08333333333333333
724,8,2020-04-09,14,5.181818181818182,5.454545454545454,5.454545454545454,0.0,5.090909090909091,0.18181818181818182
736,8,2020-04-07,14,5.75,5.75,5.0,0.0,4.333333333333333,0.16666666666666666
756,8,2020-04-06,14,1.88,1.72,3.12,0.0,2.96,0.12
775,9,2020-04-10,14,6.222222222222222,6.333333333333333,3.6666666666666665,6.555555555555555,3.5555555555555554,0.0
778,9,2020-04-07,14,6.5,5.916666666666667,4.083333333333333,4.916666666666667,5.583333333333333,0.0
836,9,2020-04-06,14,1.2777777777777777,1.3611111111111112,1.8611111111111112,1.5555555555555556,3.9444444444444446,0.19444444444444445
